	text	label
4853	a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish . 	1
2969	the story and characters are nowhere near gripping enough . 	1
9649	amerika , zed and kyle are good friends until the wicked witch trasha comes along and takes kyle away . 	0
1803	 . . . an hour-and-a-half of inoffensive , unmemorable filler . 	1
1301	short and sweet , but also more than anything else slight� tadpole pulls back from the consequences of its own actions and revelations . 	1
8429	thus , christina spends the rest of the movie searching for him with her best friend courtney . 	0
7054	tough detective mike reilly collaborates with department of health associate terry huston to research these mysterious deaths . 	0
9059	but peter is reclusive and awkward when he doesn't have his camera in between himself and his subjects . 	0
5075	when his daughter is kidnapped and held in exchange for priceless diamonds , the leader of a crew of highly skilled urban thieves ( dmx ) forges an unlikely alliance with a taiwanese intelligence officer ( jet li ) to rescue her . 	0
4838	more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat . 	1
5943	anita is 14 , blonde and beautiful - exactly what meena thinks she wants to be . 	0
4275	the piece plays as well as it does thanks in large measure to anspaugh's three lead actresses . 	1
3901	watching spirited away is like watching an eastern imagination explode . 	1
8564	only one person has the power to save the princess , a priestess . 	0
7886	he decides to play along in order to do research for his floundering novel . 	0
8102	naturally , our boys band together and go for the bronze ! 	0
3593	a time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain . 	1
7906	after battling an attack by robbers with her amazing martial arts skills , she tells yan her family's history . 	0
601	the story suffers a severe case of oversimplification , superficiality and silliness . 	1
1647	you may feel compelled to watch the film twice or pick up a book on the subject . 	1
7032	"when an older woman , mutt , an eccentric hustler with a heart , and her dog fort pass by , janey "" s solitude is forever changed . "	0
2065	[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 	1
5908	"as "" daddy day care "" starts to catch on , it launches them into a comedic rivalry with the chapman academy tough-as-nails director , ms . harridan ( anjelica huston ) . "	0
5213	the word in las vegas is that he is dead . 	0
9546	tranquilino , the grand grand father looked at the eyes of the coyote , since then the horror of a crime and the hell of being unable to sleep will chase them . 	0
9702	they continue with all the same characteristics trademarks of the shin-hyun serial killings . 	0
1822	not since ghostbusters has a film used manhattan's architecture in such a gloriously goofy way . 	1
1861	this is darkest drama reminiscent of antonin artaud's literary experiments in psychoanalysis . 	1
4126	as an exercise in stripped-down filmmaking , interview is grimly effective . 	1
2596	the good girl is a film in which the talent is undeniable but the results are underwhelming . 	1
5852	a former eastern germany secret agent runs away fron his past and lands in m&#233 ; xico under a fake identity . 	0
6891	dealing with the aftermath of the 'accident' brings out the best and the worst in them . 	0
2719	it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . 	1
5872	dek and shirley live together with 12 year-old marlene , her daughter by the sexy delinquent jimmy , who skeddadled years ago and hasn't been heard from since . 	0
191	a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years . 	1
252	naipaul fans may be disappointed . those who are not acquainted with the author's work , on the other hand , may fall fast asleep . 	1
5716	before long , pazuzu , the demon from the movies , fully possesses the boy and father merrin is the only one who can stop pazuzu's evil plan of world domination . 	0
1550	consider the title's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept . 	1
4599	ripped of her humanity , testud's christine becomes a working stiff of greek proportions . 	1
8975	the end isn't just being yourself all it takes to find your niche ? 	0
4603	here the love scenes all end in someone screaming . maybe there's a metaphor here , but figuring it out wouldn't make trouble every day any better . 	1
3912	the story is so light and sugary that were it a macy's thanksgiving day parade balloon , extra heavy-duty ropes would be needed to keep it from floating away . 	1
1484	you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . 	1
9219	nothing , and no one , is as it seems , in this adaptation of graham greene's classic and prophetic story of love , betrayal , murder and the origin of the american war in southeast asia . 	0
4740	the moral shrapnel and mental shellshock will linger long after this film has ended . 	1
2420	skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults . 	1
6768	now she can't perform the song , and aksel realizes he must take action ! 	0
5630	helpless and powerless in malaysia , munnabhai plays a smart one on them and all are deported back to mumbai where the don is the uncrowned king . 	0
2807	the paradiso's rusted-out ruin and ultimate collapse during the film's final ( restored ) third�emotionally belittle a cinema classic . sometimes shorter is better . 	1
9855	siddalee , a famous new york playwright , is quoted in time magazine and infuriates her dramatic , southern mother . 	0
1757	there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff . 	1
7634	four outlandish but faithful men , a moslem , a hindu , a jew and a christian coincidently meet up a mountain , at an altitude of 3000 metres . 	0
2395	a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst . 	1
3880	nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that's short on plot but rich in the tiny revelations of real life . 	1
3657	the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public	1
5584	the story takes place in vermont , against the backdrop of the state capitol , where civil union laws are being debated along with gun control and dwi's . 	0
5748	through a funny , sometimes uncomfortable , and combative evening we learn what that brief romance meant to them and how they feel about the subsequent course of their lives . 	0
6975	but things go terribly wrong for the honest bank manager when he finds one of his own employees trying to con the customers . 	0
4802	noyce films it more as a shocking history lesson than as drama . 	1
7379	as she learns more about her ex's infidelity , she wonders if bogdan's lifestyle may be preferable to the manipulative starkness of her ex that ultimately lead to his murder . 	0
7757	when taraneh discovers she is pregnant she decides against all advice and intense social pressure , to keep the baby . 	0
425	even if britney spears is really cute , her movie is really bad . 	1
9073	over a fourteen year period they were the heartbeat on every hit from motown's detroit era . 	0
487	" "" 13 conversations about one thing "" is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling . "	1
4097	holy mad maniac in a mask , splat-man ! good old-fashioned slash-and-hack is back ! 	1
643	for all of the contemporary post-colonialist consciousness that kapur tries to bring to the four feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear . 	1
696	it recycles every clich� about gays in what is essentially an extended soap opera . 	1
6197	the film intercuts between two days , two years apart . 	0
2799	it might be 'easier' to watch on video at home , but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience . 	1
7908	he then goes to paris where he prepares to make a political film criticizing the state of repression in his native land . 	0
8004	isabel is a naive provincial lass who works as an indigenous fabric weaver while clara is the liberated city girl . 	0
1759	coral reef adventure is a heavyweight film that fights a good fight on behalf of the world's endangered reefs -- and it lets the pictures do the punching . 	1
3730	"it's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this "" two weddings and a funeral "" fun . "	1
1128	in the end , the film feels homogenized and a bit contrived , as if we're looking back at a tattered and ugly past with rose-tinted glasses . 	1
4999	visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality . 	1
6878	in the heart of a sanitized suburban neighborhood , herbert's everyday life is filled with constant emasculation at the hands of his wife , eleanor , and the daily grind of work on the chain . 	0
1627	quite simply , a joy to watch and--especially--to listen to . 	1
5142	although their characters and temperaments couldn't be less alike , 19-year olds wei and jie are best friends . 	0
5613	based on a true story , the blue butterfly tells the story of a terminally ill 10-year-old boy whose dream is to catch the most beautiful butterfly on earth , the mythic and elusive blue morpho . 	0
5650	"the first all-cgi short to be produced by imageworks , sony pictures award-winning character animation and visual effects company , "" the chubbchubbs "" introduces the alien inhabitants of the planet glorf including meeper , its earnest but awkward hero , the singing diva , the zyzaks and the chubbchubbs . "	0
839	its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers . 	1
3467	the chateau . . . is less concerned with cultural and political issues than doting on its eccentric characters . 	1
872	a reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided . 	1
4681	unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity . 	1
5437	given the circumstances , kyle might have been acquitted on the grounds of temporary insanity or perhaps even convicted of the lesser charge of manslaughter , but the fact that a federal policeman was also killed in the shooting , albeit accidentally , sent kyle to marquezas . 	0
514	once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . 	1
353	it looks good , but it is essentially empty . 	1
300	a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential . 	1
2854	halloween : resurrection is surprisingly effective , especially the opening sequence featuring the showdown between laurie and michael . 	1
5278	paramount to her world is gene , a wealthy disturbed businessman who has slowly become her benefactor over the years . 	0
9365	this was also a time , in the midst of a chaotic , decaying environment , when a man tried to cope with the loss of his former lover . 	0
5050	elvis teams up with jack ( ossie davis ) , a fellow nursing home resident who thinks that he is actually president john f . kennedy , and the two valiant old codgers sally forth to battle an evil egyptian entity who has chosen their long-term care facility as his happy hunting grounds . 	0
2563	j-lo strikes back in a tense and thrilling revenge flick with the best fight scene so far this year . but i couldn't help feeling guilty over my delight at the brutal way 'enough' ended . 	1
3990	jolie gives it that extra little something that makes it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging . 	1
8527	yanks tanks is a first look at the phenomenon of classic american cars in cuba . 	0
3679	"funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , "" a city where people still read . "" "	1
1634	it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . 	1
4677	a small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad . 	1
7763	in the months that followed , he gave dozens of talks on four continents , conducted scores of interviews , and wrote a book 9-11 that was published in 22 countries and became a surprise bestseller in many of them , including japan . 	0
9100	originally a 30 minute portion for an anthology film , impostor was retooled into a full length feature film . 	0
7884	a series of surprise events further obstructs their relationship , but tobias perseveres . 	0
5139	"carlton "" niche "" james ( cory barlog ) is a man on a mission . "	0
7416	the film follows fictional movie star gray evans through the disintegration of his marriage , his gradual mental breakdown , and his increasing obsession with a young film student who reminds gray of his own life before becoming famous . 	0
149	open-ended and composed of layer upon layer , talk to her is a cinephile's feast , an invitation to countless interpretations . 	1
4522	sensitive , insightful and beautifully rendered film . one of the best of the year . 	1
799	care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman's destructive escapism or the grace-in-rebellion found by his characters . 	1
1677	the emperor's club is one of those films that possesses all the good intentions in the world , but . . . 	1
6828	and does he feel the same way about daniel ? 	0
8194	when they try to collect a debt from the boss of a rival gang , a fight erupts and jie shoots the gang-boss . 	0
7308	"faced with a $10 million lawsuit , the department agrees to let producer chase renzi film mitch's investigation for a new reality tv show , and constantly tries to make everything more "" viewer friendly "" by changing everything about mitch's life to fit the stereotypical view of police officers--and partners him with trey . "	0
2914	by the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around . 	1
8128	the elders are surprised and delighted when they learn this lesson first hand . 	0
9262	there follow three months of exhausting interrogation and isolation . 	0
4697	a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction . 	1
4077	never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction . 	1
4463	life or something like it has its share of high points , but it misses too many opportunities . 	1
3335	its plot and animation offer daytime tv serviceability , but little more . 	1
1898	the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . 	1
8954	jedi knights obi-wan kenobi and anakin skywalker discover there is more than meets the eye behind an assassination attempt on naboo senator padm&#233 ; amidala's life . 	0
564	an annoying orgy of excess and exploitation that has no point and goes nowhere . 	1
4672	stanley kwan has directed not only one of the best gay love stories ever made , but one of the best love stories of any stripe . 	1
6584	durval and celia are charmed by the child at first , but soon they see some sad news about celia and kiki on tv that will change the whole situation . 	0
3414	for anyone who cares about the future of america , it's required viewing . 	1
4514	passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly . . . 	1
9984	while navigating through the tumultuous neighborhoods of south central l . a . , perry and keough must track down cold-blooded killers and face their own demons , which prove to be more ruthless than the criminals they pursue . 	0
8478	it is not until the story reaches its conclusion , does the old man discover the surprising truth about his son and himself . 	0
8281	as burke teaches him the ropes and the rules of the game , james quickly rises through the ranks and falls for layla ( moynahan ) , one of his fellow recruits . 	0
7291	it is then an intimate view of the smoldering monochromatic site and the surrounding solitary streets , the ashen outskirts of new york's financial center , desolate and strewn with debris , the epicenter , a steel moonscape of dresdenesque remains . 	0
8535	nick farrow is a young mid-twenties trust fund baby . 	0
2349	neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . 	1
1791	"tends to pile too many "" serious issues "" on its plate at times , yet remains fairly light , always entertaining , and smartly written . "	1
5926	daria's boys are : dante , who owns some of the hottest clubs in the city and believes monogamy is a dirty word , unless he's being cheated on . 	0
9512	a few years later , tragedy struck her , first a fire in her house which caused her to not be able to go into any type of light , and then she was hanged . 	0
753	it is von sydow who gives intacto its gravity , resonance , soul . 	1
1953	skins has a desolate air , but eyre , a native american raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor . 	1
9645	if so , then this movie will touch your soul . . . 	0
1493	reeks of rot and hack work from start to finish . 	1
1502	the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving . 	1
9490	they all collide during the course of a typical no thrills weekend an urban fairy tale-romantic comedy , in which nola , an aspiring songwriter , leaves an abusive kansas home and journeys to new york to find her biological father . 	0
2377	buy is an accomplished actress , and this is a big , juicy role . 	1
6824	he forgets most things after only a few minutes . 	0
4812	the soundtrack alone is worth the price of admission . 	1
9223	" "" mudbloods "" ( people of muggle families ) are "" petrified "" by an evil monster lurking in the grounds . "	0
698	director hoffman , his writer and kline's agent should serve detention	1
7029	it seems like a perfect opportunity for kilo to get back to his family , but this job leads to a world of trouble for kilo after his release . 	0
5570	in the throes of falling for one another , they are soon forced to deal with the bitter realities of their lives prior to that chance encounter . 	0
6592	together they discover that a corporation funds and is profitting from the plantation-like work environment they are forced to work under . 	0
2018	as a technical exercise that redefines moviemaking , it is astonishing . 	1
27	a dark , quirky road movie that constantly defies expectation . 	1
5624	when things don't quite go as planned , reverend teams up with la teen trouble-maker rose and down-on-his-luck has-been star j . w . 	0
9487	"through intimate vignettes of the milliner family , tiz's close-knit crew , his pregnant girlfriend , his overzealous manager , and his mentor , the legendary kool g rap , tiz's hopes and the quiet despair of his "" book of life filled with pain "" gradually emerge . "	0
1665	content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance . 	1
5574	steve and eric are average guys living average lives with their average wives in the small suburban town of freehold , new jersey . 	0
4057	this is the film training day wanted to be . 	1
5663	through an unforeseeable chain of events , jack comes face to face with the boundaries of his carefully constructed existence . 	0
5764	not a moment will go by when he isn't on camera , whether at work or at home . 	0
4714	stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation . 	1
4471	it all comes down to whether you can tolerate leon barlow . i can't . 	1
6245	from naboo to tatooine , it grows into love for her . 	0
2518	an unpredictable blend of gal-pal smart talk , romantic comedy and dark tragedy that bites off considerably more than writer/director john mckay can swallow . 	1
9025	desperate to help her father , katie enlists the help of her two best friends , clay and austin , in a wild plan to rob the bank where her mother works . 	0
5774	increasing evidence about one man's role in a long history of human rights abuses leads to a critical examination of american diplomacy through the lens of international standards of justice . 	0
8487	personal tragedies , however , threaten to rip the band apart , rocking the foundation of friendship and trust the women have built together . 	0
6751	jim must make it back to his wedding in time , and finch must find the location of stifler's mom's wedding ( ending in 'the graduate' style ) . 	0
3947	paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks . 	1
4049	i found the ring moderately absorbing , largely for its elegantly colorful look and sound . 	1
2652	crush could be the worst film a man has made about women since valley of the dolls . 	1
8881	trying to avoid jail time from credit card fraud , price ( patrick mcknight ) , at the advice of his cousin , hides out at a college fraternity . 	0
4732	traffics in the kind of prechewed racial clich�s that have already been through the corporate stand-up-comedy mill . 	1
9109	based on the gruesome novella clive barker wrote especially for todd mcfarlane's disturbing action figure line , tortured souls is the story of six cenobite-like creatures : agonistes , a transformer of people into monsters who may be a creation of god ; the scyther-meister , an assassin created by agonistes to bring a corrupt empire to its knees ; lucidique , the daughter of a slain senator who is strangely falling in love with the scythe-meister ; talisac , a twisted doctor who has impregnated and attached himself to a strange machine ; venal anatomica , a hulking assassin with an inhuman bloodlust ; and mongroid , talisac's soon-to-be born child with a huge mouth in his stomach . 	0
2821	dozens of moments catch you up and take your breath away . 	1
3100	is there enough material to merit a documentary on the making of wilco's last album ? 	1
3234	something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . 	1
600	exposing the ways we fool ourselves is one hour photo's real strength . 	1
7967	on the surface , their exchanges are trivial and stilted . 	0
1806	the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure . 	1
4357	i loved looking at this movie . i just didn't care as much for the story . 	1
5735	a little girl uses her overactive imagination to turn her doll into a real live friend ; but when a monster kidnaps her doll , she must enter a dangerous , surreal world to find the monster and rescue her doll . 	0
7374	a dark contemporary gangster drama set in chicago , shut-eye derives its edgy chemistry from conflicted loyalties . 	0
3112	proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism . . . and still be a letdown if its twists and turns hold no more surprise than yesterday's weather report . 	1
9592	scientists discover that the earth's core is about to stop spinning . 	0
2521	for the most part , the film does hold up pretty well . 	1
2105	although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime . 	1
1261	no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story . 	1
5266	everything is set for the perfect weekend , until one of the guests stumbles across an old history of the house with the power to unleash the horrors of scotland's past . 	0
8022	alice is a cleaning lady at the nearby hospital and she sells the books that the patients leave behind . 	0
8362	unfortunately things don't go as planned , and when the kids' van breaks down at an old slaughterhouse , they are hunted down one by one . . . 	0
1438	now as a former gong show addict , i'll admit it , my only complaint is that we didn't get more re-creations of all those famous moments from the show . 	1
4988	the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you can't wait to see what they do next . 	1
9414	upon his arrival he hears talk about monroe hutchen ( snipes ) who is the top ranked prison boxing champ 10 years running . 	0
3421	fans of the tv series will be disappointed , and everyone else will be slightly bored . 	1
8850	this attractive , 30 year old successful graphic designer with a captivating personality hasn't had a good date in over a year , and she's not alone - her best friends share the same problem . 	0
6588	true love is right around the corner as long as he doesn't lose sight of what he's looking for . 	0
8415	" "" frida "" chronicles the life frida kahlo ( salma hayek ) shared unflichingly and openly with diego rivera ( alfred molina ) , as the young couple took the art world by storm . "	0
5768	the republic of vermont lasted from 1777-1791 when it became the 14th state . 	0
8057	salvagers discover the antonia graza , an italian luxury liner with a dark secret . 	0
6305	together with john connor , it must stop the rise of the machines or all humanity will fall . 	0
1595	it can't be easy starting a movie in the middle , staying in the middle , and then ending it in the middle . . . 	1
7268	will lightman is a hip londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold . 	0
4986	the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did . 	1
570	the characters search for meaning in capricious , even dangerous sexual urges . the irony is that the only selfless expression of love may be the failure to consummate it . 	1
1292	a good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground . 	1
6740	"diesel stars as xander "" xxx "" cage , the notorious underground thrill seeker who until now has been deemed untouchable by the law . "	0
7529	ling min becomes the manager of haier factory when the factory is almost bankrupted . 	0
4531	a gripping little b-movie of more mood than substance , below nonetheless delivers on its modest promises . 	1
257	nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . 	1
4290	a hypnotic portrait of this sad , compulsive life . 	1
1958	an instance of an old dog not only learning but inventing a remarkable new trick . 	1
3122	talk to her manages to be female-centric even as it explores the lives of men . 	1
3507	certainly no biopic , nijinsky is short on facts , but long on expression . 	1
1979	no one , including the viewers , seems to know who can be trusted , and that's what makes this movie fun to watch . 	1
1574	highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . 	1
3632	a wild ride of a movie that keeps throwing fastballs . 	1
3816	a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics aren't likely to enter the theater . 	1
1220	beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade had gone in for pastel landscapes . 	1
7015	she befriends with one of the regulars , the well known las vegas-playboy jack hiller ( eddie albert sr . ) . 	0
5207	ahas , son from a poor family , in his inner struggles , joins the troop of his classmates and heads for the front . 	0
2411	the acting is just fine , but there's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff . 	1
4311	anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly . 	1
5031	a set of grisly murders brings fbi agent will graham ( norton ) out of retirement and puts him in search of an atrocious killer ( fiennes ) who's driven by the image of a painting . 	0
2306	douglas mcgrath's nicholas nickleby does dickens as it should be done cinematically . 	1
5983	an action movie shot in real time that plays out like a shot-em-up video game . 	0
29	though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting . 	1
5602	regardless , he promises to watch over his little brother as their parents head off to a party for the night . 	0
944	the problem with all of this : it's not really funny . 	1
3843	director roger michell mounts this thriller as an action-packed , sometimes tongue-in-cheek celebrity death match . 	1
3914	kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it's close . ) 	1
520	the movie is for fans who can't stop loving anime , and the fanatical excess built into it . 	1
1786	like a can of 2-day old coke . you can taste it , but there's no fizz . 	1
5662	in this cinematic concert , mesmerizing images are plucked from everyday reality , then visually altered with state-of-the-art digital techniques . 	0
5694	told in five parts to represent each of the five senses , the sheltered 25-year-old learns to understand his own senses and those around him . 	0
8056	when the head of the order dies , alex is sent to rome to investigate mysterious circumstances surrounding the death . 	0
7731	he is always in search of a rich girl with a view to live a luxurious life with her money . 	0
6284	finally , he moved away from paro and wrote a letter to her , asking her to forget him . 	0
9329	mostly centered on indianapolis , this film puts this problem ( which many assume to be an urban phenomenon ) firmly in the heartland of the usa . 	0
6774	twists of fate along the way test and strain their relationship even further . 	0
8656	tiger shark prowls on what should be a routine rescue mission . 	0
8813	"he speaks villon's poet "" i fell in love with your red hair "" . "	0
7654	the crew traveled with the band to their homes in obninsk , russia and to their music conservatories in moscow , documenting how these two girls and five boys became so adept at playing american country music . 	0
5170	chon's sister , lin ( wong ) , also thirsty for vengeance , stumbles into what appears to be a conspiracy to off the royal family . 	0
144	part of the film's cheeky charm comes from its vintage schmaltz . 	1
7016	lieutenant hart must then defend the black pilot against charges before an obviously racist american tribunal ; unaware that the trial itself is only a front for the real secret of the prison camp . 	0
8181	one ( logue ) does it for the love of comics , while the other shop , run by a husband-and-wife team ( rapaport and lyonne ) are in it strictly for the money . 	0
6217	as a result , sarah embarks upon a journey of discovery that leads to danger , heartbreak and romance in the far corners of the world . 	0
917	so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker's characteristic style . 	1
4405	the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . 	1
7971	he has already written the script but does not have the means of financing his project . 	0
7639	everyone thinks that it's him that has opened the chamber of secrets because that is what slytherin was famous for . 	0
3856	the best way to describe it is as a cross between paul thomas anderson's magnolia and david lynch's mulholland dr . 	1
7836	after discovering a passenger ship missing since 1962 floating adrift on the bering sea , salvagers claim the vessel as their own . 	0
387	the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms . ambrose . 	1
4451	if borstal boy isn't especially realistic , it is an engaging nostalgia piece . 	1
1449	moretti . . . is the rare common-man artist who's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness . 	1
6701	dizzy harrison is an unpopular , high school geek going through a hellish senior year . 	0
3762	you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid . 	1
3228	[nesbitt's is] one of those performances that simply 'is . '	1
8765	in a generation of individuals , they struggle to choose love . 	0
9660	he makes all efforts to bring ghisu back but does not succeed . 	0
1821	there's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but kang tacks on three or four more endings . 	1
6727	jose is a street performer having an extended dry spell with women . 	0
3162	it's a lovely , sad dance highlighted by kwan's unique directing style . 	1
6867	she scorned him for not standing by her and they parted forever with a heart-broken paro entering into a chaste marriage with a wealthy , much older man , zamindar bhuvan ( vijayendra ghagte ) , while a shattered devdas walked towards anguish , alcoholism &#38 ; chandramukhi ( madhuri dixit ) . 	0
9175	but then nora is revealed and tactics need to be changed . 	0
9959	as before , the resistance was able to send another t-800 as a protector for john , and its still a question of which one will reach him first . . . 	0
8789	rugged contractor rick eyes beth but ends up going home with the more assertive debby . 	0
8219	they feel they are at the end of their rope and know they need a big stash of cash to make their musical dreams a reality . 	0
5172	amelia is quickly following into the footsteps of her mother , sanjuanera , who has been engaged in a long-time affair with father benito . 	0
1553	this is a labor of love , and while it may not be slick , it is an endearing look at one man's selflessness and one team's determination . 	1
4809	sunshine state is a fine example of a carefully written film . but you shouldn't be too aware that a movie is well-written . 	1
2185	an endearingly offbeat romantic comedy with a great meet-cute gimmick . 	1
2782	a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters . 	1
9707	the setting is new york's five points , the most violent part of the world at the time . 	0
2092	some may quibble that the 144-minute length accommodates at least one too many endings . but such quibbling will diminish in view of the film's overall impact . 	1
4289	represents a worthy departure from the culture clash comedies that have marked an emerging indian american cinema . 	1
6583	investors from around the world are intrigued to bring money to the project heavily backed by patricia . 	0
9548	nine year old brian billings has been diagnosed with an acute fear of the dark . 	0
9266	mystery inc . ( daphne , fred , velma , shaggy , and scooby doo ) has broken up ; on the grounds of who has been solving their cases . 	0
1880	the film is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i've ever seen in the many film and stage adaptations of the work . 	1
5404	he naively muddles through an underworld of illegal immigrants , immigration lawyers and the ins , and the love of an american girl of indian origin . 	0
3568	to say analyze that is de niro's best film since meet the parents sums up the sad state of his recent career . 	1
7099	it is quickly agreed however , that selling chocolates door to door , or fire powered potato guns to children , may be too complicated . 	0
803	part of the long , noble tradition ( at least since the '90s ) of talky , ensemble-driven american indies . 	1
3933	generic slasher-movie nonsense , but it's not without style . 	1
1996	must-see viewing for anyone involved in the high-tech industry . others may find it migraine-inducing , despite moore's attempts at whimsy and spoon feeding . 	1
4685	skins has a right to yawp , and we have a right to our grains of salt . 	1
5490	the harrowing rescue of the young woman opens the door to a dark history hidden below the surface , revealing the true identity of the killer and answering the mystery of who killed jack's daughter . 	0
2291	scenes in which the band grooves with modern musicians montell jordan and joan osborne singing covers are spectacular . 	1
1601	"the venezuelans say things like "" si , pretty much "" and "" por favor , go home "" when talking to americans . that's muy loco , but no more ridiculous than most of the rest of "" dragonfly . "" "	1
6580	but for rachel , this love stirs not only untested emotions , but forces her to confront her past . 	0
67	kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting . 	1
5435	it is late at night in a foreign land . 	0
2575	a well-done film of a self-reflexive , philosophical nature . 	1
2368	it's still a comic book , but maguire makes it a comic book with soul . 	1
1818	this angst-ridden territory was covered earlier and much better in ordinary people . 	1
4074	strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery . 	1
2085	few films this year have been as resolute in their emotional nakedness . 	1
7245	"when all seems hopeless , ted gets some guidance from his good friend meg that turns the situation around : "" don't scam on her , listen to her , be sincere . "" "	0
4643	de niro cries . you'll cry for your money back . 	1
7012	she falls in love with a successful magician , whose life she has destroyed just by doing her job . 	0
8597	meanwhile , randolph is slowly turning insane with his only thoughts focusing on killing smoochy and getting back to his life of luxury . 	0
